303,24 PARAGANAS NORTH
304,24 PARAGANAS SOUTH
664,ALIPURDUAR
305,BANKURA
307,BIRBHUM
308,COOCHBEHAR
309,DARJEELING
310,DINAJPUR DAKSHIN
311,DINAJPUR UTTAR
312,HOOGHLY
313,HOWRAH
314,JALPAIGURI
703,JHARGRAM
702,KALIMPONG
315,KOLKATA
316,MALDAH
317,MEDINIPUR EAST
318,MEDINIPUR WEST
319,MURSHIDABAD
320,NADIA
704,PASCHIM BARDHAMAN
306,PURBA BARDHAMAN
321,PURULIA
